非常に,1281,1281,-5000,副詞,一般,*,*,*,*,非常に,ヒジョウニ,ヒジョーニ
ありえ,619,619,-5000,動詞,自立,*,*,*,*,あり得る,アリエ,アリエ
いきはじめ,619,619,-5000,動詞,自立,*,*,*,*,行き始める,イキハジメ,イキハジメ
うかがっ,619,619,-5000,動詞,自立,*,*,*,*,うかがう,ウカガッ,ウカガッ
しましょう,619,619,-5000,動詞,自立,*,*,*,*,しましょう,シマショウ,シマショー
という,619,619,-5000,動詞,自立,*,*,*,*,と言う,トイウ,トイウ
とって,619,619,-5000,動詞,自立,*,*,*,*,取る,トッテ,トッテ
なくさ,619,619,-5000,動詞,自立,*,*,*,*,無くす,ナクサ,ナクサ
任さ,619,619,-5000,動詞,自立,*,*,*,*,任す,マカサ,マカサ
働か,619,619,-5000,動詞,自立,*,*,*,*,働く,ハタラカ,ハタラカ
出さ,619,619,-5000,動詞,自立,*,*,*,*,出す,ダサ,ダサ
効か,619,619,-5000,動詞,自立,*,*,*,*,効く,キカ,キカ
取れれ,619,619,-5000,動詞,自立,*,*,*,*,取れる,トレレ,トレレ
合わ,619,619,-5000,動詞,自立,*,*,*,*,合う,アワ,アワ
向かせる,619,619,-5000,動詞,自立,*,*,*,*,向かせる,ムカセル,ムカセル
吸い上げ,619,619,-5000,動詞,自立,*,*,*,*,吸い上げる,スイアゲ,スイアゲ
守れない,619,619,-5000,動詞,自立,*,*,*,*,守れる,マモレナイ,マモレナイ
居続ける,619,619,-5000,動詞,自立,*,*,*,*,居続ける,イツズケル,イツズケル
思い込む,619,619,-5000,動詞,自立,*,*,*,*,思い込む,オモイコム,オモイコム
押さえれ,619,619,-5000,動詞,自立,*,*,*,*,押さえる,オサエレ,オサエレ
押し付け,619,619,-5000,動詞,自立,*,*,*,*,押し付ける,オシツケ,オシツケ
探り合っ,619,619,-5000,動詞,自立,*,*,*,*,探り合う,サグリアッ,サグリアッ
減らせ,619,619,-5000,動詞,自立,*,*,*,*,減らす,ヘラセ,ヘラセ
直さ,619,619,-5000,動詞,自立,*,*,*,*,直す,ナオサ,ナオサ
経て,619,619,-5000,動詞,自立,*,*,*,*,経る,ヘテ,ヘテ
見せつける,619,619,-5000,動詞,自立,*,*,*,*,見せつける,ミセツケル,ミセツケル
触れ合わ,619,619,-5000,動詞,自立,*,*,*,*,触れ合う,フレアワ,フレアワ
言い出す,619,619,-5000,動詞,自立,*,*,*,*,言い出す,イイダス,イーダス
許さ,619,619,-5000,動詞,自立,*,*,*,*,許す,ユルサ,ユルサ
試さ,619,619,-5000,動詞,自立,*,*,*,*,試す,タメサ,タメサ
読み通す,619,619,-5000,動詞,自立,*,*,*,*,読み通す,ヨミトオス,ヨミトース
読み進める,619,619,-5000,動詞,自立,*,*,*,*,読み進める,ヨミススメル,ヨミススメル
開かれる,619,619,-5000,動詞,自立,*,*,*,*,開かれる,ヒラカレル,ヒラカレル
頑張ろう,619,619,-5000,動詞,自立,*,*,*,*,頑張る,ガンバロウ,ガンバロー
1つ,1295,1295,-5000,名詞,数,*,*,*,*,一つ,ヒトツ,ヒトツ
この先,1285,1285,-5000,名詞,一般,*,*,*,*,この先,コノサキ,コノサキ
ごほうび,1285,1285,-5000,名詞,一般,*,*,*,*,ごほうび,ゴホウビ,ゴホービ
その場,1285,1285,-5000,名詞,一般,*,*,*,*,その場,ソノバ,ソノバ
エリアマネジャー,1285,1285,-5000,名詞,一般,*,*,*,*,エリアマネジャー,エリアマネジャー,エリアマネジャー
タイムラグ,1285,1285,-5000,名詞,一般,*,*,*,*,タイムラグ,タイムラグ,タイムラグ
リーダータイプ,1285,1285,-5000,名詞,一般,*,*,*,*,リーダータイプ,リーダータイプ,リーダータイプ
一番地,1285,1285,-5000,名詞,一般,*,*,*,*,一番地,イチバンチ,イチバンチ
不公平感,1285,1285,-5000,名詞,一般,*,*,*,*,不公平感,フコウヘイカン,フコーヘイカン
中途入社,1285,1285,-5000,名詞,一般,*,*,*,*,中途入社,チュウトニュウシャ,チュートニューシャ
厳密,1285,1285,-5000,名詞,一般,*,*,*,*,厳密,ゲンミツ,ゲンミツ
各章,1285,1285,-5000,名詞,一般,*,*,*,*,各章,カクショウ,カクショー
平等性,1285,1285,-5000,名詞,一般,*,*,*,*,平等性,ビョウドウセイ,ビョードーセー
必要以上,1285,1285,-5000,名詞,一般,*,*,*,*,必要以上,ヒツヨウイジョウ,ヒツヨーイジョー
怖さ,1285,1285,-5000,名詞,一般,*,*,*,*,怖さ,コワサ,コワサ
思考法,1285,1285,-5000,名詞,一般,*,*,*,*,思考法,シコウホウ,シコーホー
意識構造,1285,1285,-5000,名詞,一般,*,*,*,*,意識構造,イシキコウゾウ,イシキコーゾー
拒否反応,1285,1285,-5000,名詞,一般,*,*,*,*,拒否反応,キョヒハンノウ,キョヒハンノー
時間差,1285,1285,-5000,名詞,一般,*,*,*,*,時間差,ジカンサ,ジカンサ
景気付け,1285,1285,-5000,名詞,一般,*,*,*,*,景気付け,ケイキヅケ,ケーキヅケ
歩き方,1285,1285,-5000,名詞,一般,*,*,*,*,歩き方,アルキカタ,アルキカタ
現段階,1285,1285,-5000,名詞,一般,*,*,*,*,現段階,ゲンダンカイ,ゲンダンカイ
者勝ち,1285,1285,-5000,名詞,一般,*,*,*,*,者勝ち,モノガチ,モノガチ
表面上,1285,1285,-5000,名詞,一般,*,*,*,*,表面上,ヒョウメンジョウ,ヒョーメンジョー
長期戦,1285,1285,-5000,名詞,一般,*,*,*,*,長期戦,チョウキセン,チョーキセン
面倒見,1285,1285,-5000,名詞,一般,*,*,*,*,面倒見,メンドウミ,メンドーミ
できない,129,129,-5000,形容詞,非自立,*,*,*,*,できない,デキナイ,デキナイ
やりやすく,35,35,-5000,形容詞,自立,*,*,*,*,やりやすい,ヤリヤスク,ヤリヤスク
わかりやすい,35,35,-5000,形容詞,自立,*,*,*,*,わかりやすい,ワカリヤスイ,ワカリヤスイ
逆説的,1287,1287,-5000,名詞,形容動詞語幹,*,*,*,*,逆説的,ギャクセツテキ,ギャクセツテキ
年目,1298,1298,-5000,名詞,接尾,一般,*,*,*,年目,ネンメ,ネンメ
そのために,555,555,-5000,接続詞,*,*,*,*,*,そのために,ソノタメニ,ソノタメニ
だけれど,555,555,-5000,接続詞,*,*,*,*,*,だけれど,ダケレド,ダケレド
という,555,555,-5000,接続詞,*,*,*,*,*,というより,トイウ,トユー
このような,1315,1315,-5000,連体詞,*,*,*,*,*,このような,コノヨウナ,コノヨーナ
ちょっとした,1315,1315,-5000,連体詞,*,*,*,*,*,ちょっとした,チョットシタ,チョットシタ
どういう,1315,1315,-5000,連体詞,*,*,*,*,*,どういう,ドウイウ,ドーイウ
5つ,1295,1295,-5000,名詞,数,*,*,*,*,五つ,イツツ,イツツ
意識構造学,1285,1285,-5000,名詞,一般,*,*,*,*,意識構造学,イシキコウゾウガク,イシキコーゾーガク
すぐに,1281,1281,-5000,副詞,一般,*,*,*,*,直ぐに,スグニ,スグニ
やって,619,619,-5000,動詞,自立,*,*,*,*,やる,ヤッテ,ヤッテ
させる,619,619,-5000,動詞,自立,*,*,*,*,させる,サセル,サセル
押し付ける,619,619,-5000,動詞,自立,*,*,*,*,押し付ける,オシツケル,オシツケル
いこう,619,619,-5000,動詞,自立,*,*,*,*,行く,イコウ,イコー
得意先,1285,1285,-5000,名詞,一般,*,*,*,*,得意先,トクイサキ,トクイサキ
1日,1285,1285,-5000,名詞,一般,*,*,*,*,1日,イチニチ,イチニチ
3件,1285,1285,-5000,名詞,一般,*,*,*,*,3件,サンケン,サンケン
任せれ,619,619,-5000,動詞,自立,*,*,*,*,任せる,マカセレ,マカセレ
とっておき,1285,1285,-5000,名詞,一般,*,*,*,*,とっておき,トッテオキ,トッテオキ
使わ,619,619,-5000,動詞,自立,*,*,*,*,使う,ツカワ,ツカワ
使おう,619,619,-5000,動詞,自立,*,*,*,*,使う,ツカオウ,ツカオー
結束感,1285,1285,-5000,名詞,一般,*,*,*,*,結束感,ケッソクカン,ケッソクカン
不確定要素,1285,1285,-5000,名詞,一般,*,*,*,*,不確定要素,フカクテイヨウソ,フカクテイヨーソ
あまりにも,1281,1281,-5000,副詞,一般,*,*,*,*,余りにも,アマリニモ,アマリニモ
2つ,1295,1295,-5000,名詞,数,*,*,*,*,二つ,フタツ,フタツ
3つ,1295,1295,-5000,名詞,数,*,*,*,*,三つ,ミッツ,ミッツ
4つ,1295,1295,-5000,名詞,数,*,*,*,*,四つ,ヨッツ,ヨッツ
6つ,1295,1295,-5000,名詞,数,*,*,*,*,六つ,ムッツ,ムッツ
7つ,1295,1295,-5000,名詞,数,*,*,*,*,七つ,ナナツ,ナナツ
8つ,1295,1295,-5000,名詞,数,*,*,*,*,八つ,ヤッツ,ヤッツ
9つ,1295,1295,-5000,名詞,数,*,*,*,*,九つ,ココノツ,ココノツ
1件,1285,1285,-5000,名詞,一般,*,*,*,*,1件,イッケン,イッケン
2件,1285,1285,-5000,名詞,一般,*,*,*,*,2件,ニケン,ニケン
4件,1285,1285,-5000,名詞,一般,*,*,*,*,4件,ヨンケン,ヨンケン
5件,1285,1285,-5000,名詞,一般,*,*,*,*,5件,ゴケン,ゴケン
6件,1285,1285,-5000,名詞,一般,*,*,*,*,6件,ロッケン,ロッケン
7件,1285,1285,-5000,名詞,一般,*,*,*,*,7件,ナナケン,ナナケン
8件,1285,1285,-5000,名詞,一般,*,*,*,*,8件,ハッケン,ハッケン
9件,1285,1285,-5000,名詞,一般,*,*,*,*,9件,キュウケン,キュウケン
2日,1285,1285,-5000,名詞,一般,*,*,*,*,2日,フツカ,フツカ
3日,1285,1285,-5000,名詞,一般,*,*,*,*,3日,ミッカ,ミッカ
4日,1285,1285,-5000,名詞,一般,*,*,*,*,4日,ヨッカ,ヨッカ
5日,1285,1285,-5000,名詞,一般,*,*,*,*,5日,イツカ,イツカ
6日,1285,1285,-5000,名詞,一般,*,*,*,*,6日,ムイカ,ムイカ
7日,1285,1285,-5000,名詞,一般,*,*,*,*,7日,ナノカ,ナノカ
8日,1285,1285,-5000,名詞,一般,*,*,*,*,8日,ヨウカ,ヨウカ
9日,1285,1285,-5000,名詞,一般,*,*,*,*,9日,ココノカ,ココノカ
10日,1285,1285,-5000,名詞,一般,*,*,*,*,10日,トオカ,トオカ
14日,1285,1285,-5000,名詞,一般,*,*,*,*,14日,ジュウヨッカ,ジュウヨッカ
20日,1285,1285,-5000,名詞,一般,*,*,*,*,20日,ハツカ,ハツカ
24日,1285,1285,-5000,名詞,一般,*,*,*,*,24日,ニジュウヨッカ,ニジュウヨッカ
1人,1285,1285,-5000,名詞,一般,*,*,*,*,1人,ヒトリ,ヒトリ
2人,1285,1285,-5000,名詞,一般,*,*,*,*,2人,フタリ,フタリ
1回,1285,1285,-5000,名詞,一般,*,*,*,*,1回,イッカイ,イッカイ
6回,1285,1285,-5000,名詞,一般,*,*,*,*,6回,ロッカイ,ロッカイ
8回,1285,1285,-5000,名詞,一般,*,*,*,*,8回,ハッカイ,ハッカイ
10回,1285,1285,-5000,名詞,一般,*,*,*,*,10回,ジッカイ,ジッカイ
1本,1285,1285,-5000,名詞,一般,*,*,*,*,1本,イッポン,イッポン
3本,1285,1285,-5000,名詞,一般,*,*,*,*,3本,サンボン,サンボン
6本,1285,1285,-5000,名詞,一般,*,*,*,*,6本,ロッポン,ロッポン
8本,1285,1285,-5000,名詞,一般,*,*,*,*,8本,ハッポン,ハッポン
1匹,1285,1285,-5000,名詞,一般,*,*,*,*,1匹,イッピキ,イッピキ
3匹,1285,1285,-5000,名詞,一般,*,*,*,*,3匹,サンビキ,サンビキ
6匹,1285,1285,-5000,名詞,一般,*,*,*,*,6匹,ロッピキ,ロッピキ
8匹,1285,1285,-5000,名詞,一般,*,*,*,*,8匹,ハッピキ,ハッピキ
1冊,1285,1285,-5000,名詞,一般,*,*,*,*,1冊,イッサツ,イッサツ
8冊,1285,1285,-5000,名詞,一般,*,*,*,*,8冊,ハッサツ,ハッサツ
10冊,1285,1285,-5000,名詞,一般,*,*,*,*,10冊,ジッサツ,ジッサツ
1歳,1285,1285,-5000,名詞,一般,*,*,*,*,1歳,イッサイ,イッサイ
8歳,1285,1285,-5000,名詞,一般,*,*,*,*,8歳,ハッサイ,ハッサイ
10歳,1285,1285,-5000,名詞,一般,*,*,*,*,10歳,ジッサイ,ジッサイ
20歳,1285,1285,-5000,名詞,一般,*,*,*,*,20歳,ハタチ,ハタチ
4月,1285,1285,-5000,名詞,一般,*,*,*,*,4月,シガツ,シガツ
7月,1285,1285,-5000,名詞,一般,*,*,*,*,7月,シチガツ,シチガツ
9月,1285,1285,-5000,名詞,一般,*,*,*,*,9月,クガツ,クガツ
4時,1285,1285,-5000,名詞,一般,*,*,*,*,4時,ヨジ,ヨジ
7時,1285,1285,-5000,名詞,一般,*,*,*,*,7時,シチジ,シチジ
9時,1285,1285,-5000,名詞,一般,*,*,*,*,9時,クジ,クジ
1分,1285,1285,-5000,名詞,一般,*,*,*,*,1分,イップン,イップン
3分,1285,1285,-5000,名詞,一般,*,*,*,*,3分,サンプン,サンプン
4分,1285,1285,-5000,名詞,一般,*,*,*,*,4分,ヨンプン,ヨンプン
6分,1285,1285,-5000,名詞,一般,*,*,*,*,6分,ロップン,ロップン
8分,1285,1285,-5000,名詞,一般,*,*,*,*,8分,ハップン,ハップン
10分,1285,1285,-5000,名詞,一般,*,*,*,*,10分,ジップン,ジップン
1階,1285,1285,-5000,名詞,一般,*,*,*,*,1階,イッカイ,イッカイ
3階,1285,1285,-5000,名詞,一般,*,*,*,*,3階,サンガイ,サンガイ
6階,1285,1285,-5000,名詞,一般,*,*,*,*,6階,ロッカイ,ロッカイ
8階,1285,1285,-5000,名詞,一般,*,*,*,*,8階,ハッカイ,ハッカイ
10階,1285,1285,-5000,名詞,一般,*,*,*,*,10階,ジッカイ,ジッカイ
1杯,1285,1285,-5000,名詞,一般,*,*,*,*,1杯,イッパイ,イッパイ
3杯,1285,1285,-5000,名詞,一般,*,*,*,*,3杯,サンバイ,サンバイ
6杯,1285,1285,-5000,名詞,一般,*,*,*,*,6杯,ロッパイ,ロッパイ
8杯,1285,1285,-5000,名詞,一般,*,*,*,*,8杯,ハッパイ,ハッパイ
10杯,1285,1285,-5000,名詞,一般,*,*,*,*,10杯,ジッパイ,ジッパイ
1軒,1285,1285,-5000,名詞,一般,*,*,*,*,1軒,イッケン,イッケン
3軒,1285,1285,-5000,名詞,一般,*,*,*,*,3軒,サンゲン,サンゲン
6軒,1285,1285,-5000,名詞,一般,*,*,*,*,6軒,ロッケン,ロッケン
8軒,1285,1285,-5000,名詞,一般,*,*,*,*,8軒,ハッケン,ハッケン
10軒,1285,1285,-5000,名詞,一般,*,*,*,*,10軒,ジッケン,ジッケン
1ヶ月,1285,1285,-5000,名詞,一般,*,*,*,*,1ヶ月,イッカゲツ,イッカゲツ
6ヶ月,1285,1285,-5000,名詞,一般,*,*,*,*,6ヶ月,ロッカゲツ,ロッカゲツ
8ヶ月,1285,1285,-5000,名詞,一般,*,*,*,*,8ヶ月,ハッカゲツ,ハッカゲツ
10ヶ月,1285,1285,-5000,名詞,一般,*,*,*,*,10ヶ月,ジッカゲツ,ジッカゲツ
1か月,1285,1285,-5000,名詞,一般,*,*,*,*,1か月,イッカゲツ,イッカゲツ
6か月,1285,1285,-5000,名詞,一般,*,*,*,*,6か月,ロッカゲツ,ロッカゲツ
8か月,1285,1285,-5000,名詞,一般,*,*,*,*,8か月,ハッカゲツ,ハッカゲツ
10か月,1285,1285,-5000,名詞,一般,*,*,*,*,10か月,ジッカゲツ,ジッカゲツ
1カ月,1285,1285,-5000,名詞,一般,*,*,*,*,1カ月,イッカゲツ,イッカゲツ
6カ月,1285,1285,-5000,名詞,一般,*,*,*,*,6カ月,ロッカゲツ,ロッカゲツ
8カ月,1285,1285,-5000,名詞,一般,*,*,*,*,8カ月,ハッカゲツ,ハッカゲツ
10カ月,1285,1285,-5000,名詞,一般,*,*,*,*,10カ月,ジッカゲツ,ジッカゲツ
